Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C7H4F3NO3,207.1068,1788,0.0,NCGC00254809-01,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001199BFBFF40>,0.0,,,,,,,,1.0,0.0,
C24H40O3,376.5726,779,,NCGC00256451-01,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD00B0>,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0
C13H7Br2N3O6,461.0192,21681,1.0,NCGC00254848-01,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD02E0>,0.0,,0.0,,,1.0,,0.0,,0.0,
C20H30N2O2,330.4644,26889,0.0,NCGC00181290-01,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0430>,1.0,,,,0.0,,,,0.0,,1.0
C14H27F6N2P,368.3418,29139,0.0,NCGC00260172-01,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0740>,0.0,1.0,1.0,,,1.0,,,,0.0,
C7H3I2NO,370.9138,2161,0.0,NCGC00255309-01,N#Cc1cc(I)c(O)c(I)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0820>,0.0,,1.0,,0.0,,,,1.0,,
C8H7ClO,154.5936,293,1.0,NCGC00254035-01,O=C(CCl)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0900>,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
C14H9Cl5O,370.4857,450,,NCGC00254890-01,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0B30>,0.0,,,,0.0,1.0,,,,0.0,0.0
C14H11Cl3O2,317.5949,2325,1.0,NCGC00259285-01,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0C10>,0.0,1.0,,,,1.0,1.0,,,0.0,0.0
C7H3Br2NO,276.9128,2162,0.0,NCGC00255099-01,N#Cc1cc(Br)c(O)c(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0CF0>,1.0,,0.0,0.0,1.0,,,,1.0,,
C11H14ClNO3,243.6868,27854,,NCGC00257950-01,CN1CCc2cc3c(cc2C1O)OCO3.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0EB0>,0.0,,0.0,,0.0,0.0,0.0,,,0.0,
C14H9Cl,212.6743,29086,,NCGC00260506-01,Clc1ccc2cc3ccccc3cc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD0F90>,0.0,0.0,,,1.0,,,,1.0,0.0,
C14H14Cl2N2O,297.1798,4151,1.0,NCGC00259100-01,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1070>,0.0,,1.0,,1.0,,,0.0,1.0,0.0,
C6H2Cl4O,231.8915,6101,0.0,NCGC00258464-01,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1230>,0.0,1.0,1.0,0.0,,1.0,,,,,
C13H15Cl2N3,284.1843,22260,0.0,NCGC00255892-01,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD13F0>,0.0,1.0,1.0,0.0,,,,,,,0.0
C29H42Cl2N2O4,553.5608,558,0.0,NCGC00257951-01,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD15B0>,0.0,,1.0,,0.0,,,,,,0.0
C15H18N2,226.3168,5485,,NCGC00091826-01,CC(C)Nc1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1850>,0.0,1.0,,0.0,0.0,,,0.0,1.0,0.0,0.0
C22H25Cl2N3OS2,482.4894,3593,,NCGC00014648-01,Cl.O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1930>,0.0,,,0.0,1.0,1.0,,,,0.0,0.0
C7H3N3O4S,225.1814,21367,1.0,NCGC00255647-01,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1A80>,0.0,,,1.0,0.0,1.0,,,,0.0,
C14H11N,193.2438,4458,,NCGC00259116-01,Nc1ccc2cc3ccccc3cc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1B60>,0.0,,,,1.0,1.0,1.0,,1.0,1.0,
C17H38ClN,291.9433,21289,,NCGC00254812-01,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1D90>,0.0,1.0,,0.0,0.0,1.0,,,,0.0,
H4Cr2Na2O9,297.9981,12061,,NCGC00260085-01,O.O.O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD1FC0>,0.0,1.0,,0.0,,,0.0,,1.0,0.0,
C30H30O8,518.5544,3110,,NCGC00016423-03,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2490>,0.0,,,0.0,0.0,1.0,,0.0,,1.0,
C24H54OSn2,596.105,166,1.0,NCGC00260546-01,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2570>,0.0,1.0,,,,1.0,,1.0,,0.0,
C9H4Cl3NO2S,296.5576,1385,,NCGC00254978-01,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2880>,0.0,1.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0
C10H6Cl2N2O2,257.0728,26867,,NCGC00181136-01,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2A40>,0.0,,,1.0,,,,0.0,,0.0,0.0
C26H34N4O4S2,530.7026,27271,1.0,NCGC00254381-01,CS(=O)(=O)O.Cc1cc(CCN2CCN(c3nsc4ccccc34)CC2)cc2c1NC(=O)CC2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2B20>,0.0,1.0,,0.0,0.0,,,,,,
C19H20FNO3,329.3654,3425,,NCGC00182968-01,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2C70>,0.0,,,0.0,0.0,,,,,0.0,0.0
C24H40O5,408.5714,28919,,NCGC00165753-01,CCCC1([C@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)OC)CCC1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD2EA0>,0.0,,,,0.0,,0.0,,1.0,0.0,
C43H72O11,765.0252,26707,,NCGC00167550-01,CC[C@@H](C(=O)O)[C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3140>,0.0,,0.0,0.0,0.0,,,,1.0,0.0,
C24H32O4,384.5085,26808,,NCGC00181021-01,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3370>,,,,0.0,0.0,,1.0,1.0,1.0,,
C12H10N2O,198.2206,1031,1.0,NCGC00259257-01,O=Nc1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3450>,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
C21H20O6,368.3799,1421,1.0,NCGC00017159-05,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3530>,0.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0
C18H30O,262.4302,2508,,NCGC00254922-01,CCCCCCCCCCCCc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3680>,0.0,,,1.0,0.0,1.0,1.0,,,0.0,
C12H20N2S4,320.5606,28653,,NCGC00181776-01,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3760>,0.0,,,1.0,,0.0,,0.0,0.0,1.0,
C10H16ClN,185.6937,28476,,NCGC00260233-01,CCCC[n+]1ccc(C)cc1.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3990>,0.0,,,1.0,0.0,1.0,1.0,,,0.0,
C34H24N6Na4O14S4,960.8052,6268,,NCGC00167554-01,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3A70>,0.0,,,0.0,,,,0.0,0.0,,0.0
C26H26ClN2NaO3S2,537.069,26358,,NCGC00163509-01,CN(C)C(=O)CCSC(SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3BC0>,0.0,,,0.0,1.0,,1.0,,,1.0,
C6H12N2S4Zn,305.8419,1464,1.0,NCGC00254404-01,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3CA0>,0.0,,1.0,1.0,,1.0,,,1.0,1.0,
C9H10HgO3,366.7639,24525,1.0,NCGC00255834-01,CC(O)C(=O)O[Hg]c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFD3ED0>,0.0,,,1.0,,,,1.0,1.0,,1.0
C17H9Cl3N4O2,407.638,26787,,NCGC00168785-01,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE4350>,0.0,,,0.0,0.0,1.0,0.0,,1.0,,
C23H27Cl2N3O2,448.3854,26083,,NCGC00159510-02,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE44A0>,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
C3H2N2S2,130.1914,5599,1.0,NCGC00259874-01,N#CSCSC#N,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE4660>,0.0,,,1.0,0.0,,,1.0,1.0,1.0,
C49H76O20,985.1157,3197,,NCGC00160507-01,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)C(CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE4900>,,,,0.0,0.0,1.0,,1.0,1.0,,
C18H30O,262.4302,7926,,NCGC00257718-01,CCCCCCCCCCCCc1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE4EB0>,0.0,,,1.0,0.0,1.0,1.0,1.0,,,0.0
C29H43BrN2O4,563.5667,26357,,NCGC00163507-01,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-],<rdkit.Chem.rdchem.Mol object at 0x000001199BFE4F90>,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0
Cr2K2O7,294.1846,5948,0.0,NCGC00259856-01,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[K+].[K+],<rdkit.Chem.rdchem.Mol object at 0x000001199BFE50E0>,0.0,1.0,,,0.0,,0.0,,1.0,,
C36H61NaO11,692.8527,25573,,NCGC00017089-01,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199BFE52A0>,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
C13H8N2O3S,272.2792,28698,,NCGC00182049-01,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5380>,0.0,,1.0,0.0,0.0,,,,1.0,0.0,0.0
C27H44O2,400.6371,2721,,NCGC00161326-04,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5540>,0.0,,0.0,0.0,0.0,1.0,,,,0.0,0.0
C24H36N4O6S2,540.6958,28505,,NCGC00229513-01,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](C(C)C)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE59A0>,0.0,,1.0,1.0,,0.0,,1.0,1.0,1.0,
C28H29ClN4S,489.0747,312,,NCGC00183008-01,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5B60>,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,
C46H58ClN5O8,844.4344,28768,,NCGC00183024-01,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5CB0>,0.0,,,1.0,1.0,,1.0,,0.0,0.0,
C29H42ClNO4,504.1011,28831,1.0,NCGC00247733-01,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5D90>,0.0,,,0.0,0.0,,,,,0.0,0.0
C25H35ClN2O7S,543.0726,27389,0.0,NCGC00254174-01,CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5E70>,0.0,,,0.0,0.0,,,,,0.0,0.0
C42H54ClNO15,848.3289,26658,,NCGC00167481-01,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE5F50>,0.0,,1.0,,,1.0,1.0,,1.0,,1.0
C10H6Cl8,409.7786,267,1.0,NCGC00254266-01,ClC1=C(Cl)[C@@]2(Cl)[C@@H]3[C@@H](Cl)C(Cl)C[C@@H]3C1(Cl)C2(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6110>,0.0,1.0,,,0.0,1.0,,,,0.0,
C22H43F6N2P,480.5544,29106,,NCGC00260200-01,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6490>,0.0,1.0,1.0,0.0,0.0,1.0,,,,,
C22H26F3N3OS,437.5215,3068,,NCGC00015436-07,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE65E0>,0.0,,,0.0,,,0.0,,,0.0,0.0
C25H44O5,424.6139,28997,,NCGC00183877-01,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6880>,0.0,,0.0,0.0,0.0,,0.0,,1.0,,0.0
C18H16OSn,367.029,1409,1.0,NCGC00254659-01,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6960>,0.0,,,1.0,,1.0,,,,1.0,1.0
C21H29NO2,327.4605,26788,,NCGC00168787-01,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6A40>,1.0,,,1.0,,1.0,1.0,,,0.0,1.0
C8H12INO2,281.0909,8038,0.0,NCGC00259413-01,CCCCNC(=O)OCC#CI,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6C00>,0.0,,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0
C31H37N3O10S,643.7046,27829,,NCGC00181120-01,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6CE0>,0.0,,,,1.0,,,,0.0,0.0,0.0
C24H23NO4S,421.5087,28144,,NCGC00257296-01,CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6EA0>,0.0,1.0,,0.0,0.0,1.0,,1.0,,,
C33H34F3N3O4S2,657.766,27315,,NCGC00254129-01,CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE6FF0>,0.0,,,1.0,0.0,1.0,,1.0,,,0.0
C13H15NO2,217.2637,25944,,NCGC00095172-01,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE7290>,0.0,,,0.0,,0.0,,,,1.0,0.0
C19H26O3,302.4079,19336,,NCGC00254946-01,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE7370>,0.0,,,0.0,0.0,,,,,0.0,0.0
C7H5NOS,151.1857,12523,1.0,NCGC00254467-01,O=c1[nH]sc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE7610>,0.0,,,0.0,,1.0,0.0,,,0.0,
C28H27NO4S,473.5833,3550,1.0,NCGC00260151-01,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE77D0>,0.0,0.0,1.0,,,1.0,,,1.0,0.0,
C19H20N2O3,324.3737,25291,,NCGC00016389-01,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFE7920>,0.0,,0.0,0.0,0.0,0.0,,,,0.0,
C28H20Na2O6S2,562.5643,16467,,NCGC00255583-01,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199BFE7ED0>,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.0,
C12H14O4,222.2372,24851,,NCGC00256048-01,C=CC(=O)OCC(O)COc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFC120>,0.0,,,0.0,0.0,,0.0,1.0,,0.0,
C28H35FO7,502.5717,25905,,NCGC00095071-01,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFC350>,1.0,,,0.0,,,,0.0,0.0,,0.0
C18H24N2,268.3966,24966,,NCGC00256176-01,CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFC430>,0.0,1.0,,,1.0,1.0,,,1.0,0.0,
C26H28ClNO,405.9596,2843,,NCGC00179503-02,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFC7B0>,0.0,,1.0,0.0,0.0,,,0.0,,0.0,0.0
C34H38Cl2N2O5,625.5819,28159,,NCGC00260378-01,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFC970>,0.0,1.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
C22H30Cl2N4O6,517.4028,25173,,NCGC00015693-02,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFCAC0>,0.0,,,,,0.0,0.0,0.0,1.0,1.0,
C17H21ClN2S,320.88,1192,0.0,NCGC00259813-01,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFCC10>,0.0,,,0.0,0.0,,0.0,,,0.0,0.0
C13H22ClNO2S,291.8373,28804,,NCGC00247673-01,CCCSc1cc(OC)c(CCN)cc1OC.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFCCF0>,0.0,,,0.0,1.0,,,,1.0,1.0,
C18H17NO5,327.3313,3693,,NCGC00018185-05,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFCF90>,0.0,,,0.0,,,0.0,,0.0,1.0,
C16H31F6N2P,396.3949,27895,,NCGC00258150-01,CCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFD070>,0.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
C15H19N3O5,321.3285,26870,,NCGC00181140-01,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFD150>,0.0,,,0.0,,0.0,,,1.0,0.0,
C22H21Cl3N4O,463.7873,26453,,NCGC00164572-01,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFD3F0>,0.0,,0.0,0.0,,1.0,0.0,,,0.0,
C11H8O4,204.1788,17730,,NCGC00255467-01,O=C(O)c1cc(O)c2ccccc2c1O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFD700>,0.0,1.0,,0.0,1.0,,,,,0.0,0.0
C50H46CaF2N2O8,880.9836,26448,,NCGC00164566-01,O=C([O-])C[C@H](O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x000001199BFFD8C0>,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,
C20H15N3O6,393.3496,26752,,NCGC00167969-01,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFD9A0>,0.0,,,0.0,,1.0,,,1.0,0.0,
C20H16Cl3N3O4S,500.7827,25529,,NCGC00016966-01,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFDAF0>,0.0,,1.0,0.0,,,0.0,0.0,,0.0,0.0
C13H11N,181.2331,26255,,NCGC00160603-02,C(=Cc1ccncc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFDC40>,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
C40H56O2,568.8714,26807,,NCGC00181020-01,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFE0A0>,0.0,,,0.0,0.0,,,,1.0,1.0,
C14H12ClNO2,261.7036,28614,,NCGC00160431-01,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFE180>,0.0,,0.0,0.0,1.0,1.0,,,,0.0,
C27H41NO6S,507.6825,26862,,NCGC00181131-01,C/C(=C\c1csc(C)n1)C1C[C@@H]2O[C@]2(C)CCC[C@H](C)C(O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFE260>,0.0,,0.0,,0.0,,0.0,,1.0,0.0,
C21H30N2,310.4763,28166,,NCGC00257494-01,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFE340>,0.0,,,0.0,1.0,,,0.0,,0.0,0.0
C18H39O7P,398.4718,1758,0.0,NCGC00259142-01,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001199BFFE420>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
